page,url,status,reason
labor.html,https://rfrankllc.libraryhost.com/repositories/2,N/A,Connection failed
labor.html,https://rfrankllc.libraryhost.com/repositories/3,N/A,Connection failed
labor.html,https://www.aphsarchives.org/digital-collections,N/A,Connection failed
labor.html,https://www.loc.gov/collections/broadsides-and-other-printed-ephemera/,429,Too Many Requests
labor.html,https://www.loc.gov/collections/federal-writers-project/,429,Too Many Requests
labor.html,https://www.loc.gov/pictures/collection/fsa/fsa.html,429,Too Many Requests
labor.html,https://www.loc.gov/pictures/collection/nclc/,429,Too Many Requests
labor.html,https://www.loc.gov/pictures/collection/nclc/related/?q=mine,429,Too Many Requests
labor.html,https://www.wvculture.org/history/labor/index.html,403,Forbidden
louisiana.html,https://64parishes.org/encyclopedia,403,Forbidden
louisiana.html,https://64parishes.org/entry/acadians-colonial-louisiana-adaptation,403,Forbidden
louisiana.html,https://64parishes.org/entry/caddo-culture,403,Forbidden
louisiana.html,https://64parishes.org/entry/french-colonial-louisiana,403,Forbidden
louisiana.html,https://archives.arch-no.org/sfpc,N/A,Connection failed
louisiana.html,https://archivesnolalibrary.as.atlas-sys.com/subjects/121,403,Forbidden
louisiana.html,https://dp.la/primary-source-sets?timePeriod=civil-war-and-reconstruction-1850-1877,403,Forbidden
louisiana.html,https://louisianadigitallibrary.org/,500,Service unavailable (with message)
louisiana.html,https://louisianastatemuseum.org/louisiana-historical-center-colonial-documents,403,Forbidden
louisiana.html,https://www.loc.gov/collections/chronicling-america/titles/?searchType=advanced&st=table&sb=title_s_asc&location_state=louisiana,429,Too Many Requests
louisiana.html,https://www.loc.gov/collections/naacp-legal-defense-and-educational-fund-records/about-this-collection/,429,Too Many Requests
louisiana.html,https://www.loc.gov/item/2021667007/,429,Too Many Requests
louisiana.html,https://www.loc.gov/item/maj020913/,429,Too Many Requests
maine.html,https://bicentennial.mainememory.net/,403,Forbidden
maine.html,https://dp.la/search?q=Maine,403,Forbidden
maine.html,https://www.loc.gov/collections/chronicling-america/titles/?searchType=advanced&st=table&sb=title_s_asc&location_state=maine,429,Too Many Requests
maine.html,https://www.maine.gov/sos/archives/archives-collections,404,Not Found
maine.html,https://www.mainememory.net/,403,Forbidden
maine.html,https://www.mainememory.net/sitebuilder/site/881/page/1292/display,403,Forbidden
maine.html,https://www.mainememory.net/sitebuilder/site/885/page/1296/print,403,Forbidden
maine.html,https://www.mainememory.net/sitebuilder/site/895/page/1306/print,403,Forbidden
maryland.html,https://dp.la/search?partner=%22Digital+Maryland%22,403,Forbidden
maryland.html,https://oll.libertyfund.org/pages/1649-maryland-toleration-act,404,Not Found
maryland.html,https://www.battlefields.org/learn/primary-sources/maryland-toleration-act-september-21-1649,403,Forbidden
maryland.html,https://www.battlefields.org/learn/primary-sources/war-1812-star-spangled-banner,403,Forbidden
maryland.html,https://www.loc.gov/collections/chronicling-america/titles/?searchType=advanced&st=table&sb=title_s_asc&location_state=maryland,429,Too Many Requests
maryland.html,https://www.loc.gov/collections/frederick-douglass-papers/,429,Too Many Requests
maryland.html,https://www.loc.gov/item/98513933/,429,Too Many Requests
maryland.html,https://www.mdhistory.org/online-resources/,403,Forbidden
massachusetts.html,https://dp.la/primary-source-sets/the-boston-tea-party,403,Forbidden
massachusetts.html,https://pilgrimhall.org/ce_library_archives.htm,403,Forbidden
massachusetts.html,https://pilgrimhall.org/in_their_own_write.htm,403,Forbidden
massachusetts.html,https://www.gilderlehrman.org/history-resources/spotlight-primary-source/lowell-mill-girls-and-factory-system-1840,403,Forbidden
massachusetts.html,https://www.gilderlehrman.org/history-resources/videos/inside-vault-massachusetts-54th,403,Forbidden
massachusetts.html,https://www.jfklibrary.org/,403,Forbidden
massachusetts.html,https://www.loc.gov/item/01012110/,429,Too Many Requests
massachusetts.html,https://www.mass.gov/info-details/massachusetts-historical-legal-documents-and-laws,403,Forbidden
massachusetts.html,https://www.mass.gov/info-details/state-librarys-digital-collections,403,Forbidden
massachusetts.html,https://www.mass.gov/news/salem-witch-trials-original-court-records,403,Forbidden
michigan.html,https://bentley.umich.edu/wp-content/uploads/2014/09/Polish_Americans_in_Michigan_Subject_Guide.pdf,403,Forbidden
michigan.html,https://dia.org/collection/detroit-industry-murals-58537,403,Forbidden
michigan.html,https://dp.la/search?partner=%22Digital+Library+of+Michigan%22,403,Forbidden
michigan.html,https://lmdigital.libraryofmichigan.org/,403,Forbidden
michigan.html,https://michigan.access.preservica.com/,403,Forbidden
michigan.html,https://quod.lib.umich.edu/,403,Forbidden
michigan.html,https://quod.lib.umich.edu/b/bhl,403,Forbidden
michigan.html,https://quod.lib.umich.edu/m/micounty/3111196.0001.001,403,Forbidden
michigan.html,https://quod.lib.umich.edu/w/wcl1ic,403,Forbidden
michigan.html,https://www.loc.gov/classroom-materials/great-migration,429,Too Many Requests
michigan.html,https://www.loc.gov/collections/chronicling-america/titles/?searchType=advanced&st=table&sb=title_s_asc&location_state=michigan,429,Too Many Requests
michigan.html,https://www.thehenryford.org/collections-and-research/digital-collections/archival-collections/,404,Not Found
mid-atlantic.html,https://as.amphilsoc.org/repositories/2/resources/911,403,Forbidden
mid-atlantic.html,https://digitalcollections.nyhistory.org/,403,Forbidden
mid-atlantic.html,https://dp.la/primary-source-sets/dutch-new-netherland,403,Forbidden
mid-atlantic.html,https://dp.la/primary-source-sets/revolutionary-war-turning-points-saratoga-and-valley-forge,403,Forbidden
mid-atlantic.html,https://www.castlegarden.org/,N/A,Timeout
mid-atlantic.html,https://www.gilderlehrman.org/,403,Forbidden
mid-atlantic.html,https://www.nysl.nysed.gov/mssc/eriecanal/index.html,403,Forbidden
mid-atlantic.html,https://www.statueofliberty.org/discover/passenger-ship-search/,403,Forbidden
midwest.html,http://digitalcollection.chicagohistory.org/,403,Forbidden
midwest.html,https://explore.chicagocollections.org/,403,Forbidden
midwest.html,https://www.ohiohistory.org/research/ohio-memory/,403,Forbidden
midwest.html,https://www.sechicagohistory.org/archive/,403,Forbidden
military.html,https://ahec.armywarcollege.edu/,N/A,Timeout
military.html,https://ehistory.osu.edu/books/war-rebellion-official-records-civil-war,403,Forbidden
military.html,https://encyclopedia.densho.org/442nd_Regimental_Combat_Team/,403,Forbidden
military.html,https://library.ucr.edu/collections/tuskegee-airmen-collections,403,Forbidden
military.html,https://www.cmohs.org/recipients,403,Forbidden
military.html,https://www.dafhistory.af.mil/,403,Forbidden
military.html,https://www.history.uscg.mil/Historic-Documents/,403,Forbidden
military.html,https://www.history.uscg.mil/library/,403,Forbidden
military.html,https://www.loc.gov/collections/donald-benham-civil-war-collection/about-this-collection/,429,Too Many Requests
military.html,https://www.loc.gov/collections/george-washington-papers/about-this-collection/,429,Too Many Requests
military.html,https://www.loc.gov/collections/stars-and-stripes/about-this-collection/,429,Too Many Requests
military.html,https://www.loc.gov/programs/veterans-history-project/explore-the-collections/,429,Too Many Requests
military.html,https://www.nps.gov/vafo/learn/historyculture/publications.htm,404,Not Found
military.html,https://www.theworldwar.org/research/military-records,403,Forbidden
military.html,https://www.usmcu.edu/Research/History-Division/Digital-Archives/Digitized-Map-Collections/,403,Forbidden
military.html,https://www.ww2online.org/,403,Forbidden
minnesota.html,https://www.familysearch.org/en/wiki/Minnesota_Emigration_and_Immigration,403,Forbidden
mississippi.html,https://dp.la/search?q=Mississippi,403,Forbidden
mississippi.html,https://egrove.olemiss.edu/westernunion/,404,Not Found
mississippi.html,https://www.jfklibrary.org/asset-viewer/archives/bmpp-020-007,403,Forbidden
mississippi.html,https://www.loc.gov/collections/slave-narratives-from-the-federal-writers-project-1936-to-1938/?fa=location:mississippi,403,Forbidden
mississippi.html,https://www.loc.gov/item/16000903/,429,Too Many Requests
missouri.html,https://dp.la/search?q=Missouri,403,Forbidden
missouri.html,https://library.missouri.edu/news/resources-and-services/collection-of-key-documents-from-the-st-louis-worlds-fair-now-available,404,Not Found
montana.html,https://dp.la/exhibitions/industries-settled-montana/ranching/cattle,403,Forbidden
montana.html,https://dp.la/primary-source-sets/the-homestead-acts,403,Forbidden
montana.html,https://dp.la/search?q=Montana,403,Forbidden
mountain-west.html,https://alfredjacobmiller.com/explore/rocky-mountain-fur-trade/,403,Forbidden
mountain-west.html,https://www.coloradohistoricnewspapers.org/,403,Forbidden
native-nations.html,https://dp.la/primary-source-sets/cherokee-removal-and-the-trail-of-tears,403,Forbidden
native-nations.html,https://dp.la/primary-source-sets/reservations-resistance-and-the-indian-reorganization-act-1900-1940,403,Forbidden
